id,rating,comment,Нравится скорость отработки заявок,Нравится качество выполнения заявки,Нравится качество работы сотрудников,Понравилось выполнение заявки,Вопрос решен,Вероятность_Нравится скорость отработки заявок,Вероятность_Нравится качество выполнения заявки,Вероятность_Нравится качество работы сотрудников,Вероятность_Понравилось выполнение заявки,Вероятность_Вопрос решен
3912769,5,Большое спасибо Оксане Петриной! ,0.0,0.0,0.0,1.0,0.0,0.1676250842502003,0.49498784286336317,0.21058381111952676,0.7466197221231732,0.3412016081975945
3912975,5,"Всё оперативно,спасибо!",1.0,0.0,0.0,0.0,0.0,0.9,0.0,0.014479166666666664,0.255053932356697,0.0
3913158,5,Добрый день! Спасибо. Вопрос решен. ,0.0,0.0,1.0,0.0,0.0,0.4999630409362441,0.02565422389273252,0.7110317177957372,0.43057669725623576,0.14257519575590347
3913176,5,Все быстро и четко!!! Спасибо!,1.0,0.0,0.0,0.0,0.0,0.7631069512003628,0.0,0.49068289423637496,0.0,0.0
3913279,5,Очень ответственная девушка в УК.,0.0,0.0,0.0,1.0,0.0,0.08322407725282215,0.21115004511588562,0.34135824836319734,0.7378190572669854,0.08882555174308614
3913316,5,отлично всё работает ,0.0,0.0,0.0,1.0,0.0,0.03,0.08764705882352943,0.0,0.99,0.0
3913442,5,"Благодарность мастеру, сделал быстро и качественно. Премию Ренату. 🤝",0.0,1.0,1.0,0.0,0.0,0.4905086285195277,0.5808992312730608,0.5831675874769797,0.05796173266011161,0.0
3913486,5,Пришли вовремя) заранее позвонили уточнить удобное время) отличный мастер все сделал быстро и аккуратно) ,1.0,0.0,1.0,1.0,0.0,0.5185496183206108,0.03166666666666666,0.99,0.6689206703490561,0.0
3913490,5,"отлично, спасибо!
",0.0,0.0,0.0,1.0,0.0,0.0,0.3843520096306279,0.0019496712763545673,0.9983412140575081,0.004439560439560441
3913509,5,"Все четко объяснили, вопросов не осталось",0.0,0.0,0.0,1.0,0.0,0.05076398479782638,0.12104244993445067,0.3998040757859279,0.7345015062219089,0.28124133513490607
3913566,5,"ну вроде, получше...
Слава Богу",0.0,0.0,0.0,1.0,0.0,0.0438162598207576,0.09322277027543978,0.2583155337928588,0.7870979738756239,0.3543500275672465
3913664,5,Спасибо!,0.0,0.0,0.0,1.0,0.0,0.0438162598207576,0.09322277027543978,0.2583155337928588,0.7870979738756239,0.3543500275672465
3913676,5,"Проблема решена, быстро и оперативно..",1.0,0.0,0.0,1.0,0.0,0.7560162849872774,0.08866666666666667,0.0268389662027833,0.6081929555895865,0.22
3913730,5,"Всё отлично, спасибо!",0.0,0.0,0.0,1.0,0.0,0.0,0.013837535014005602,0.0,1.0,0.0
3913971,5,Очень быстро и вежливо)),1.0,0.0,0.0,0.0,0.0,0.5364700937393034,0.17094890510948907,0.39687874284749086,0.3001030314062096,0.0
3913976,5,Второй специалист все отлично решил. Спасибо.,0.0,0.0,1.0,1.0,0.0,0.032160767201011756,0.001912695407583707,0.648857661921916,0.6217403673359576,0.041831888288018385
3914036,5,Благодарю за оперативность!,1.0,0.0,0.0,0.0,0.0,0.8744274370273594,0.0,0.008196032116037923,0.21849013954824958,0.01114504947237178
3914082,5,Спасибо. ,0.0,0.0,0.0,1.0,0.0,0.0438162598207576,0.09322277027543978,0.2583155337928588,0.7870979738756239,0.3543500275672465
3914097,5,благадарю специалиста,0.0,0.0,0.0,1.0,0.0,0.0438162598207576,0.09322277027543978,0.2583155337928588,0.7870979738756239,0.3543500275672465
3914189,5,"Очень быстро и качественно, спасибо! ",0.0,1.0,0.0,0.0,0.0,0.430453808752026,0.6104532548368184,0.21601729161899158,0.18470322108169132,0.0
3914220,5,Спасибо за оперативность ,1.0,0.0,0.0,0.0,0.0,0.8744274370273594,0.0,0.008196032116037923,0.21849013954824958,0.01114504947237178
3914351,5,Спасибо Большое! Всё сделано супер!,0.0,0.0,0.0,1.0,0.0,0.18,0.25099236641221373,0.03,0.5935237596134401,0.00430887372013652
3914367,5,Комод убран. Большое спасибо за оперативное решение,1.0,0.0,0.0,0.0,0.0,0.7128800761690407,0.13232458488363374,0.050808185957226734,0.12306541225330336,0.13737651617058663
3914531,5,Хочу выразить особую благодарность Татьяне за проявленный интерес к моему вопросу!,0.0,0.0,0.0,1.0,0.0,0.0438162598207576,0.09322277027543978,0.2583155337928588,0.7870979738756239,0.3543500275672465
3914571,5,Очень быстро отреагировали и устранили проблему ,1.0,1.0,0.0,0.0,0.0,0.7809624372715537,0.5185500374941625,0.17519346618576026,0.26117800767814775,0.07
3914595,5,спасибо большое за оперативность))),1.0,0.0,0.0,0.0,0.0,0.9538059581180512,0.0,0.01,0.07072661793005784,0.0
3914622,5,Вот теперь все данные правильно внесены. Спасибо.,0.0,0.0,0.0,1.0,0.0,0.0438162598207576,0.09322277027543978,0.2583155337928588,0.7870979738756239,0.3543500275672465
3914651,5,"спасибо 
",0.0,0.0,0.0,1.0,0.0,0.0438162598207576,0.09322277027543978,0.2583155337928588,0.7870979738756239,0.3543500275672465
3914767,5,Спасибо за оперативную помощь,0.0,0.0,0.0,1.0,0.0,0.0438162598207576,0.09322277027543978,0.2583155337928588,0.7870979738756239,0.3543500275672465
3914795,5,Спасибо! Ключи рабочие,0.0,0.0,0.0,1.0,0.0,0.0438162598207576,0.09322277027543978,0.2583155337928588,0.7870979738756239,0.3543500275672465
3914807,5,"Круто , быстро ,спасибо ",1.0,0.0,0.0,0.0,0.0,0.7631069512003628,0.0,0.49068289423637496,0.0,0.0
3914918,5,"быстро, эффективно!",1.0,0.0,0.0,0.0,0.0,0.7631069512003628,0.0,0.49068289423637496,0.0,0.0
3915041,5,Все отлично,0.0,0.0,0.0,1.0,0.0,0.0,0.3843520096306279,0.0019496712763545673,0.9983412140575081,0.004439560439560441
3915053,5,Отличный сантехник!,0.0,0.0,1.0,0.0,0.0,0.04479873991341213,0.007124451320684844,0.8871527824416144,0.11296984883081321,0.060177404403197104
3915108,5,Спасибо!!!,0.0,0.0,0.0,1.0,0.0,0.0438162598207576,0.09322277027543978,0.2583155337928588,0.7870979738756239,0.3543500275672465
3915266,5,очень оперативно. спасибо ,1.0,0.0,0.0,0.0,0.0,0.85,0.11,0.16564373595420354,0.31687046342825237,0.0
3915342,5,Как оперативно! Благодарю!,1.0,0.0,0.0,0.0,0.0,0.9908433734939759,0.0,0.4370434186141906,0.007838827838827837,0.002948905109489051
3915523,5,Благодарю за оперативность ,1.0,0.0,0.0,0.0,0.0,0.8744274370273594,0.0,0.008196032116037923,0.21849013954824958,0.01114504947237178
3915543,5,Быстро среагировали и решили проблему. Спасибо!,1.0,0.0,0.0,0.0,0.0,0.8667738070044364,0.1380698691891116,0.08461805379904357,0.10339986432975526,0.018977777777777777
3915644,5,Быстро сделали.,1.0,0.0,0.0,0.0,0.0,0.849104958126436,0.0,0.02828819866169122,0.29,0.4
3916058,5,Благодарю!,0.0,0.0,0.0,1.0,0.0,0.0438162598207576,0.09322277027543978,0.2583155337928588,0.7870979738756239,0.3543500275672465
3916306,5,Спасибо!,0.0,0.0,0.0,1.0,0.0,0.0438162598207576,0.09322277027543978,0.2583155337928588,0.7870979738756239,0.3543500275672465
3916307,5,Добрый день! Вопрос решен очень быстро! Благодарю за работу и оперативность),1.0,0.0,1.0,0.0,0.0,0.8076216485104362,0.06,0.6208461454629556,0.23595837471751097,0.04
3916362,5,спасибо за консультацию,0.0,0.0,0.0,1.0,0.0,0.0438162598207576,0.09322277027543978,0.2583155337928588,0.7870979738756239,0.3543500275672465
3916376,5,быстро,1.0,0.0,0.0,0.0,0.0,0.7631069512003628,0.0,0.49068289423637496,0.0,0.0
3916394,5,"все хорошо, очень доступно все объяснили",0.0,0.0,0.0,1.0,0.0,0.08322407725282215,0.21115004511588562,0.34135824836319734,0.7378190572669854,0.08882555174308614
3916430,5,спасибо,0.0,0.0,0.0,1.0,0.0,0.0438162598207576,0.09322277027543978,0.2583155337928588,0.7870979738756239,0.3543500275672465
3916516,5,Спасибо за оперативность!,1.0,0.0,0.0,0.0,0.0,0.8744274370273594,0.0,0.008196032116037923,0.21849013954824958,0.01114504947237178
3916523,5,спасибо!,0.0,0.0,0.0,1.0,0.0,0.0438162598207576,0.09322277027543978,0.2583155337928588,0.7870979738756239,0.3543500275672465
3916525,5,Мастер на все руки! Спасибо большое 👍👍👍,0.0,0.0,1.0,0.0,0.0,0.012276422764227642,0.2264855072463768,0.97,0.08845409020607714,0.014867207293446786
3916678,5,Оперативно,1.0,0.0,0.0,0.0,0.0,0.9908433734939759,0.0,0.4370434186141906,0.007838827838827837,0.002948905109489051
3916720,5,Отличный мастер,0.0,0.0,1.0,0.0,0.0,0.017954714040711566,0.026035252749538898,0.9762364685297057,0.10597934096386206,0.041875052674802696
3916845,5,"да,  спасибо. пока не сломали)",0.0,0.0,0.0,1.0,0.0,0.0438162598207576,0.09322277027543978,0.2583155337928588,0.7870979738756239,0.3543500275672465
3917076,5,Оперативная работа👍,0.0,1.0,0.0,1.0,0.0,0.04369270466207161,0.5705113251947811,0.4620181374163159,0.7972326323172692,0.3124501993075371
3917113,5,Оперативно,1.0,0.0,0.0,0.0,0.0,0.9908433734939759,0.0,0.4370434186141906,0.007838827838827837,0.002948905109489051
3917220,5,все очень быстро и качественно сделал сантехник Сергей!,0.0,0.0,0.0,0.0,0.0,0.471309423725288,0.30106465726499804,0.33574216386204336,0.4787685237899623,0.0
3917257,5,Спасибо,0.0,0.0,0.0,1.0,0.0,0.0438162598207576,0.09322277027543978,0.2583155337928588,0.7870979738756239,0.3543500275672465
3917341,5,Спасибо огромное 🫶🏼,0.0,0.0,1.0,1.0,0.0,0.011264742944690726,0.01491803629515494,0.5717967506220897,0.5427901718524686,0.019182159815010428
3917445,5,"Большое спасибо, очень внимательно и клиентоориентированность на высшем уровне ",0.0,0.0,0.0,1.0,0.0,0.06560526458795302,0.21147810237055087,0.31151589158934967,0.7324501758468643,0.027143772861901
3917598,5,Спасибо большое за оперативное решение,1.0,0.0,0.0,0.0,0.0,0.7128800761690407,0.13232458488363374,0.050808185957226734,0.12306541225330336,0.13737651617058663
3917634,5,Отличное обслуживание.,0.0,0.0,0.0,1.0,0.0,0.0438162598207576,0.09322277027543978,0.2583155337928588,0.7870979738756239,0.3543500275672465
3917644,5,Всё решили ,0.0,0.0,0.0,1.0,0.0,0.23137101076328231,0.0,0.00667026541567994,0.5509028787371941,0.09551725046545284
3918105,5,"спасибо за оперативность
",1.0,0.0,0.0,0.0,0.0,0.8744274370273594,0.0,0.008196032116037923,0.21849013954824958,0.01114504947237178
3918118,5,"Быстро выявили ошибку в показаниях, и не стала делать в убыток мне . Позвонила мне , уточнила и решила всё. Огромное спасибо Вам . ✈️ меняется в лучшую сторону ",1.0,0.0,0.0,1.0,0.0,0.9027212431137133,0.13866666666666666,0.07642552789138116,0.5599427175317464,0.0
3918254,5,Спасибо за оперативность! ,1.0,0.0,0.0,0.0,0.0,0.8744274370273594,0.0,0.008196032116037923,0.21849013954824958,0.01114504947237178
3918621,5,Ключи работают. ,0.0,0.0,0.0,1.0,0.0,0.0438162598207576,0.09322277027543978,0.2583155337928588,0.7870979738756239,0.3543500275672465
3918647,5,"Спасибо большое!
Выполнили работу быстро и аккуратно!",1.0,0.0,0.0,0.0,0.0,0.7409680207433016,0.04866666666666667,0.1516002899276674,0.2868175037690924,0.0
3918748,5,"Все быстро, качественно, как договорились. Спасибо.",1.0,1.0,0.0,0.0,0.0,0.99,0.6523256940529842,0.01,0.0,0.0
3918861,5,Всё отлично! Спасибо большое!,0.0,0.0,0.0,1.0,0.0,0.03,0.005652173913043479,0.005489361702127659,0.9757630161579892,0.003692870201096892
3919084,5,Самый вежливый работник ,0.0,0.0,0.0,1.0,0.0,0.08636154185770106,0.07885359071138592,0.485726606738599,0.7179426844505588,0.3840135469865753
3919087,5,Четко и я оперативно,1.0,0.0,0.0,0.0,0.0,0.9908433734939759,0.0,0.4370434186141906,0.007838827838827837,0.002948905109489051
3919096,5,Очень быстро!,1.0,0.0,0.0,0.0,0.0,0.5364700937393034,0.17094890510948907,0.39687874284749086,0.3001030314062096,0.0
3919099,5,Спасибо за выписки. Счет на эту сумму когда подкрепят в приложение?,0.0,0.0,0.0,1.0,0.0,0.0438162598207576,0.09322277027543978,0.2583155337928588,0.7870979738756239,0.3543500275672465
3919187,5,Спасибо,0.0,0.0,0.0,1.0,0.0,0.0438162598207576,0.09322277027543978,0.2583155337928588,0.7870979738756239,0.3543500275672465
3919231,5,"Достаточно быстро, спасибо !",1.0,0.0,0.0,0.0,0.0,0.7631069512003628,0.0,0.49068289423637496,0.0,0.0
3919253,5,"оперативно устранили, дали консультацию ",1.0,0.0,0.0,0.0,0.0,0.9608433734939759,0.0029323308270676695,0.1072678666238824,0.24955836917089158,0.06294890510948906
3919349,5,спасибо огромное специалисту за оперативность и профессионализм. ,1.0,0.0,0.0,0.0,0.0,0.7961175794001208,0.06,0.28133585883010936,0.20329161962054487,0.0
3919367,5,"Напор стал хорошим,  спасибо ",0.0,1.0,0.0,0.0,0.0,0.15925803837653077,0.6544628118834044,0.14205597623842262,0.32647440471989675,0.2773975951097615
3919405,5,Спасибо.,0.0,0.0,0.0,1.0,0.0,0.0438162598207576,0.09322277027543978,0.2583155337928588,0.7870979738756239,0.3543500275672465
3919407,5,Благодарю за качественную и оперативную работу сотрудников УК! С наилучшими пожеланиями к Вам!🙌🏻,1.0,0.0,0.0,0.0,0.0,0.6943956271891512,0.015040026148538454,0.12855197486129305,0.21118330095999277,0.05013294640053305
3919607,5,Все отлично! Спасибо за быстрое устранение проблемы),0.0,0.0,0.0,1.0,0.0,0.00991150442477876,0.13452243152012888,0.2,0.9883412140575081,0.037051254091948406
3919649,5,Спасибо! ,0.0,0.0,0.0,1.0,0.0,0.0438162598207576,0.09322277027543978,0.2583155337928588,0.7870979738756239,0.3543500275672465
3919776,5,"Оперативно среагировали, пришло большое количество строителей и помогли убрать всю воду. ",1.0,0.0,0.0,0.0,0.0,0.7337370850421897,0.03884965625526266,0.08505157739937548,0.4992017941525966,0.005769991023719001
3919846,5,спасибо большое,0.0,0.0,0.0,1.0,0.0,0.1676250842502003,0.49498784286336317,0.21058381111952676,0.7466197221231732,0.3412016081975945
3919877,5,Виталик молодец. ,0.0,0.0,1.0,1.0,0.0,0.014874754866547848,0.03321469119864743,0.7794772623042028,0.8847141471380046,0.12258737204543055
3920112,5,"Спасибо большое, что все быстро починили!!! Спасибо за хорошую работу!",1.0,0.0,0.0,0.0,0.0,0.7309680207433016,0.05866666666666667,0.16312805227490978,0.43478236793289127,0.0
3920141,5,"Была протечка смесителя в ванной, мастер пришел в течении полу часа, поменял прокладки. Вопрос решен.",0.0,0.0,1.0,0.0,0.0,0.4536393349471398,0.026792841784418212,0.915002538514794,0.3467359342784703,0.07874957635925141
3920353,5,Самый лучший клиентский менеджер!!! Всегда идеально решает все вопросы!!!,0.0,0.0,0.0,1.0,0.0,0.01935117257189943,0.025372820114470694,0.11224840259094046,0.880252129584134,0.1341046652517428
3920384,5,Быстро устранили проблему ,1.0,0.0,0.0,0.0,0.0,0.8517462694353257,0.12152281995310858,0.10521699822808868,0.24507415193936022,0.07515634971282706
3920419,5,заявка выполнена мгновенно 👍,0.0,0.0,0.0,1.0,0.0,0.007621651109697334,0.02295019896698208,0.038067926035525994,0.965248104977987,0.11419908838081859
3920519,5,Спасибо Татьяне!) Быстро и понятно все объяснила!),1.0,0.0,0.0,0.0,0.0,0.7631069512003628,0.0,0.49068289423637496,0.0,0.0
3920540,5,огромное спасибо,0.0,0.0,1.0,1.0,0.0,0.011264742944690726,0.01491803629515494,0.5717967506220897,0.5427901718524686,0.019182159815010428
3920546,5,Быстрая реакция на обращение. На данный момент протечек нет.,0.0,0.0,0.0,1.0,0.0,0.0438162598207576,0.09322277027543978,0.2583155337928588,0.7870979738756239,0.3543500275672465
3920561,5,благодарю!,0.0,0.0,0.0,1.0,0.0,0.0438162598207576,0.09322277027543978,0.2583155337928588,0.7870979738756239,0.3543500275672465
3920710,5,Спасибо большое,0.0,0.0,0.0,1.0,0.0,0.1676250842502003,0.49498784286336317,0.21058381111952676,0.7466197221231732,0.3412016081975945
3920756,5,Спасибо! ,0.0,0.0,0.0,1.0,0.0,0.0438162598207576,0.09322277027543978,0.2583155337928588,0.7870979738756239,0.3543500275672465
3920898,5,"Вопрос был решен оперативно . Спасибо как сантехнику , так и менеджеру . К сожалению не спросила имена . ",1.0,0.0,1.0,0.0,0.0,0.7824229863400848,0.21,0.6143078603980077,0.484813738173225,0.025085156243527484
3920982,5,Выполнено быстро и качественно.  Починили перила. ,1.0,1.0,0.0,0.0,0.0,0.7707279232254884,0.7477865881701518,0.04,0.11625630630352246,0.0
3921006,5,Спасибо за оперативно отработанную заявку,1.0,0.0,0.0,0.0,0.0,0.9908433734939759,0.0,0.4370434186141906,0.007838827838827837,0.002948905109489051
3921008,5,Очень грамотный специалист. Устранил моментально.,0.0,0.0,1.0,0.0,0.0,0.05,0.09200106565626666,0.7384361969285231,0.20355970297479423,0.046559457619176625
3921012,5,Спасибо за оперативную уборку! ,0.0,0.0,0.0,1.0,0.0,0.0438162598207576,0.09322277027543978,0.2583155337928588,0.7870979738756239,0.3543500275672465
3921056,5,Супер,0.0,0.0,0.0,1.0,0.0,0.08422331172220483,0.03655837379095308,0.08283469401164104,0.8718693551842079,0.1317741820526484
3921069,5,"Проблема решена с дверью,взаимодействие с овд игнорировано.",0.0,0.0,0.0,1.0,0.0,0.0018127945755015847,0.01158127943079581,0.02052974755959127,0.9895761997471998,0.08098863756735486
3921087,5,"спасибо большое, очень быстро и оперативно ,мастер классный , отлично знает свою работу",1.0,0.0,1.0,1.0,0.0,0.65,0.08541666666666668,0.79,0.69,0.0
3921130,5,благодарю!,0.0,0.0,0.0,1.0,0.0,0.0438162598207576,0.09322277027543978,0.2583155337928588,0.7870979738756239,0.3543500275672465
3921135,4,"было бы 5 звезд, но пришлось действовать через руководство, поэтому четыре. ",0.0,0.0,1.0,1.0,0.0,0.09465551600799321,0.08083021903945933,0.502271302859618,0.5023465056909688,0.3189127872010769
3921169,5,сантехник пришел в течение 20 минут. вежливый. проблему разрешил .,1.0,0.0,1.0,0.0,0.0,0.7050131841050437,0.15230329144765303,0.5386832255563782,0.33402889908013284,0.1354859725290081
3921214,5,Лучший!,0.0,0.0,0.0,1.0,0.0,0.01935117257189943,0.025372820114470694,0.11224840259094046,0.880252129584134,0.1341046652517428
3921394,5,спасибо сегодня возвращался домой и запаха не почувствовал,0.0,1.0,0.0,0.0,0.0,0.028532137682614592,0.6400784532855325,0.15116409227504554,0.4533934371642064,0.2063695311097258
3921414,5,Электрик прибежал оперативно и отключил сигнал пожарной тревоги. ,1.0,0.0,0.0,0.0,0.0,0.9426091150349984,0.0029323308270676695,0.2687295025923886,0.3833477571920968,0.002948905109489051
3921572,5,Большое спасибо! Очень оперативно 👍🏻💕,1.0,0.0,0.0,0.0,0.0,0.82,0.06500823451910408,0.09793950415227011,0.4773956455124715,0.003692870201096892
3921610,5,Все быстро и оперативно. Спасибо ,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.027104493779930284,0.02,0.0
3921711,5,Благодарю! ,0.0,0.0,0.0,1.0,0.0,0.0438162598207576,0.09322277027543978,0.2583155337928588,0.7870979738756239,0.3543500275672465
3921766,5,спасибо за оперативность ,1.0,0.0,0.0,0.0,0.0,0.8744274370273594,0.0,0.008196032116037923,0.21849013954824958,0.01114504947237178
3921850,4,"Проблему устранили, но не сообщили по запросу, сколько потребуется времени на её решение",0.0,0.0,0.0,0.0,0.0,0.45300063148097863,0.09219160455549635,0.16840383675853526,0.20419769122791984,0.3424519414668775
3921888,5,Спасибо за прямую связь со специалистом который смог устранить неисправность!,0.0,0.0,0.0,1.0,0.0,0.040313610656250665,0.08288318380904591,0.2810704445110857,0.7288224518215155,0.39933812032366445
3921907,5,"проблема решена, теперь всё работает как надо",0.0,0.0,0.0,1.0,0.0,0.03135188922570734,0.04,0.0011289793239251718,0.99,0.3848607768992781
3921924,5,"спасибо 🤗 
",0.0,0.0,0.0,1.0,0.0,0.0438162598207576,0.09322277027543978,0.2583155337928588,0.7870979738756239,0.3543500275672465
3922048,5,"днём звонили был занят за рулём извините,,,, вечером пришли домой всё пересмотрели проверили вашу информацию спасибо нам всё понятно всё на каждый вопрос Вы ответили!!! спасибо Вам большое.!!!",1.0,0.0,0.0,1.0,0.0,0.55,0.02,0.1427135451881902,0.7085901205247341,0.05230498820145019
3922180,5,Большое спасибо. Все нормально работает.,0.0,0.0,0.0,1.0,0.0,0.09758913910981054,0.07887512356004377,0.1207783483952202,0.8194820666737663,0.017955777239507392
3922350,5,Очень оперативно! всë исправили,1.0,0.0,0.0,1.0,0.0,0.9,0.01,0.02,0.7402302335995042,0.12966537653503576
3922395,5,"Быстро, качествено и оперативно. ",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.027104493779930284,0.02,0.0
3922415,5,"Отзвонились, зафиксировали, дежурный электрик молодец 👏🏻 ",0.0,0.0,1.0,1.0,0.0,0.011469886069557426,0.03140695617860977,0.8350406877160823,0.6953587355264034,0.10192975746964228
3922482,5,Спасибо ,0.0,0.0,0.0,1.0,0.0,0.0438162598207576,0.09322277027543978,0.2583155337928588,0.7870979738756239,0.3543500275672465
3922505,5,всё очень быстро сделали ,1.0,0.0,0.0,1.0,0.0,0.54,0.06094890510948905,0.14,0.5072662097871649,0.0
3922516,5,спасибо огромное за быстрое решение моей заявки! 👍,0.0,0.0,0.0,1.0,0.0,0.250110306714562,0.3201367649349362,0.22488597323756107,0.6217110168041582,0.056024113449114565
3922726,5,"Электрик пришел, все проверил и нам объяснил все. Спасибо большое! ",0.0,0.0,0.0,1.0,0.0,0.010620276710687597,0.09449820815716845,0.33045344428975193,0.5573191322054383,0.04866081425140797
3922770,5,"Только положительные эмоции,специалист очень ответственный,огромная благодарность!",0.0,0.0,1.0,0.0,0.0,0.05,0.09200106565626666,0.7384361969285231,0.20355970297479423,0.046559457619176625
3922826,5,Откусили конец сгоревшего Ноля. Заменили левый автомат. Будем наблюдать далее.,0.0,0.0,0.0,1.0,0.0,0.0438162598207576,0.09322277027543978,0.2583155337928588,0.7870979738756239,0.3543500275672465
3922849,5,Мастеру Александру спасибо большое! ,0.0,0.0,1.0,0.0,0.0,0.017681671821199257,0.059210801932913844,0.8325744054418649,0.1825550411105026,0.018341908725355564
3922963,5,"Вежливые, доброжелательные. Разъяснили, подсказали.",0.0,0.0,0.0,1.0,0.0,0.0438162598207576,0.09322277027543978,0.2583155337928588,0.7870979738756239,0.3543500275672465
3923000,5,Хорошая девушка менеджер ! Очень понятливая и на 100% вошла в положение всех жителей и донесла это до руководства ! Благодарю её! ,0.0,0.0,0.0,1.0,0.0,0.08322407725282215,0.21115004511588562,0.34135824836319734,0.7378190572669854,0.08882555174308614
3923075,5,Спасибо большое за оперативность! Хорошего дня вам! ,1.0,0.0,0.0,0.0,0.0,0.9538059581180512,0.0,0.01,0.07072661793005784,0.0
3923181,5,Все хорошо !  Быстро пришел мастер сделал все четко . ,1.0,0.0,1.0,0.0,0.0,0.6995176390639124,0.33950537634408606,0.941302701338046,0.49711213120150094,0.0
3923198,5,"Самое главное,оперативно.",1.0,0.0,0.0,0.0,0.0,0.9908433734939759,0.0,0.4370434186141906,0.007838827838827837,0.002948905109489051
3923385,5,прекрасный мастер ,0.0,1.0,1.0,0.0,0.0,0.025188109507358347,0.6581275085707642,0.9552587213814517,0.08501480548820257,0.05575639161894737
3923395,5,"Сергей Анатольевич, мастер своего дела. Выполнил работу быстро и качественно, спасибо.",1.0,1.0,1.0,0.0,0.0,0.5590780530764736,0.6694132548368185,0.7586649874055417,0.09,0.0
3923512,5,"Отличный специалист, вопрос решен. Спасибо.",0.0,0.0,1.0,0.0,0.0,0.45883627769524177,0.016274369346335752,0.770619187937639,0.28091393035271617,0.21292092520544603
3923554,5,устранили неполадку очень оперативно и качественно. большое спасибо. ,1.0,0.0,0.0,0.0,0.0,0.95,0.32124944812362033,0.11533383490488419,0.4619772401577118,0.0436928702010969
3923598,1,"Сделали после того,как написали в наш город заявки соседи ",0.0,0.0,0.0,1.0,0.0,0.1309904323093199,0.26093525179856114,0.06145886344359627,0.5729507407575292,0.30561985002834297
3923670,5,"Оперативно и быстро,спасибо Сергею!",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.027104493779930284,0.02,0.0
3923691,5,Спасибо!,0.0,0.0,0.0,1.0,0.0,0.0438162598207576,0.09322277027543978,0.2583155337928588,0.7870979738756239,0.3543500275672465
3923717,5,спасибо) вы классные 🥰,0.0,0.0,0.0,1.0,0.0,0.0438162598207576,0.09322277027543978,0.2583155337928588,0.7870979738756239,0.3543500275672465
3923812,5,Спасибо большое 🌹,0.0,0.0,0.0,1.0,0.0,0.1676250842502003,0.49498784286336317,0.21058381111952676,0.7466197221231732,0.3412016081975945
3923890,5,в лучшем виде ,0.0,0.0,0.0,1.0,0.0,0.0438162598207576,0.09322277027543978,0.2583155337928588,0.7870979738756239,0.3543500275672465
3923893,5,Спасибо!,0.0,0.0,0.0,1.0,0.0,0.0438162598207576,0.09322277027543978,0.2583155337928588,0.7870979738756239,0.3543500275672465
3924164,5,Спасибо за оперативность!,1.0,0.0,0.0,0.0,0.0,0.8744274370273594,0.0,0.008196032116037923,0.21849013954824958,0.01114504947237178
3924204,5,"Благодарю за оперативное устранение проблемы! Отдельная благодарность мастеру за подробное разъяснение о причинах отсутствия горячейводы, приятное общение и человеческое отношение!!!",0.0,0.0,1.0,0.0,0.0,0.3047372647303865,0.11327066431371716,0.8481312488569158,0.0791076796598301,0.17998316654308497
3924205,5,Спасибо большое вам за работу!,0.0,0.0,0.0,0.0,0.0,0.15760460809241297,0.0436752010405779,0.23817264882910535,0.3319921273387019,0.020412069899902126
3924313,5,"все быстро и оперативно 
",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.027104493779930284,0.02,0.0
3924411,4,"Вопрос решен,ну мусорка снова полная.можно поставить два контейнера? ",0.0,0.0,0.0,0.0,0.0,0.4837246053894594,0.031624305538564886,0.4915549744677473,0.4800382159212835,0.17877396801362225
3924430,5,"Спасибо! Не делайте так больше, или хотя бы заранее предупреждайте о раннем отключении воды, чтоб люди с вечера успели её набрать!! ",0.0,0.0,0.0,1.0,0.0,0.0438162598207576,0.09322277027543978,0.2583155337928588,0.7870979738756239,0.3543500275672465
3924431,5,Приехали быстро. Спасибо!,1.0,0.0,0.0,0.0,0.0,0.7631069512003628,0.0,0.49068289423637496,0.0,0.0
3924446,5,Спасибо!,0.0,0.0,0.0,1.0,0.0,0.0438162598207576,0.09322277027543978,0.2583155337928588,0.7870979738756239,0.3543500275672465
3924473,5,Всё быстро . Работа выполнена,1.0,0.0,0.0,1.0,0.0,0.726704958126436,0.39,0.0568389662027833,0.6585169669040637,0.0
3924547,5,Благодарю за оперативность! ,1.0,0.0,0.0,0.0,0.0,0.8744274370273594,0.0,0.008196032116037923,0.21849013954824958,0.01114504947237178
3924558,5,Спасибо ,0.0,0.0,0.0,1.0,0.0,0.0438162598207576,0.09322277027543978,0.2583155337928588,0.7870979738756239,0.3543500275672465
3924568,5,"спасибо, отлично ",0.0,0.0,0.0,1.0,0.0,0.0,0.3843520096306279,0.0019496712763545673,0.9983412140575081,0.004439560439560441
3924595,5,Спасибо,0.0,0.0,0.0,1.0,0.0,0.0438162598207576,0.09322277027543978,0.2583155337928588,0.7870979738756239,0.3543500275672465
3924647,5,спасибо за быструю реакцию!,0.0,0.0,0.0,1.0,0.0,0.0438162598207576,0.09322277027543978,0.2583155337928588,0.7870979738756239,0.3543500275672465
